timestamp,cpu,ram,disco,qtd_processos,mac,modelo,idEmpresa
2025-10-30_14-17-58,55.3,80.0,47.7,247,245205694268435,Modelo XPTO,1
2025-10-30_14-18-20,55.1,80.0,47.7,247,245205694268435,Modelo XPTO,1
2025-10-30_14-18-42,55.4,80.8,47.7,247,245205694268435,Modelo XPTO,1
2025-10-30_14-19-04,55.4,79.9,47.7,245,245205694268435,Modelo XPTO,1
2025-10-30_14-19-27,55.6,80.0,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-19-49,57.0,80.0,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-20-13,57.3,79.2,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-17-16,53.2,80.0,47.7,248,245205694268435,Modelo XPTO,1
2025-10-30_14-17-37,53.1,80.0,47.7,248,245205694268435,Modelo XPTO,1
2025-10-30_14-17-58,55.3,80.0,47.7,247,245205694268435,Modelo XPTO,1
2025-10-30_14-18-20,55.1,80.0,47.7,247,245205694268435,Modelo XPTO,1
2025-10-30_14-18-42,55.4,80.8,47.7,247,245205694268435,Modelo XPTO,1
2025-10-30_14-19-04,55.4,79.9,47.7,245,245205694268435,Modelo XPTO,1
2025-10-30_14-19-27,55.6,80.0,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-19-49,57.0,80.0,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-20-13,57.3,79.2,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-20-47,57.5,79.4,47.7,247,245205694268435,Modelo XPTO,1
2025-10-30_14-17-16,53.2,80.0,47.7,248,245205694268435,Modelo XPTO,1
2025-10-30_14-17-37,53.1,80.0,47.7,248,245205694268435,Modelo XPTO,1
2025-10-30_14-17-58,55.3,80.0,47.7,247,245205694268435,Modelo XPTO,1
2025-10-30_14-18-20,55.1,80.0,47.7,247,245205694268435,Modelo XPTO,1
2025-10-30_14-18-42,55.4,80.8,47.7,247,245205694268435,Modelo XPTO,1
2025-10-30_14-19-04,55.4,79.9,47.7,245,245205694268435,Modelo XPTO,1
2025-10-30_14-19-27,55.6,80.0,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-19-49,57.0,80.0,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-20-13,57.3,79.2,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-20-47,57.5,79.4,47.7,247,245205694268435,Modelo XPTO,1
2025-10-30_14-21-22,52.5,79.8,47.7,247,245205694268435,Modelo XPTO,1
2025-10-30_14-17-16,53.2,80.0,47.7,248,245205694268435,Modelo XPTO,1
2025-10-30_14-17-37,53.1,80.0,47.7,248,245205694268435,Modelo XPTO,1
2025-10-30_14-17-58,55.3,80.0,47.7,247,245205694268435,Modelo XPTO,1
2025-10-30_14-18-20,55.1,80.0,47.7,247,245205694268435,Modelo XPTO,1
2025-10-30_14-18-42,55.4,80.8,47.7,247,245205694268435,Modelo XPTO,1
2025-10-30_14-19-04,55.4,79.9,47.7,245,245205694268435,Modelo XPTO,1
2025-10-30_14-19-27,55.6,80.0,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-19-49,57.0,80.0,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-20-13,57.3,79.2,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-20-47,57.5,79.4,47.7,247,245205694268435,Modelo XPTO,1
2025-10-30_14-21-22,52.5,79.8,47.7,247,245205694268435,Modelo XPTO,1
2025-10-30_14-21-50,55.4,79.6,47.7,247,245205694268435,Modelo XPTO,1
2025-10-30_14-22-18,62.8,79.6,47.7,247,245205694268435,Modelo XPTO,1
2025-10-30_14-22-18,62.8,79.6,47.7,247,245205694268435,Modelo XPTO,1
2025-10-30_14-22-49,65.4,79.4,47.7,247,245205694268435,Modelo XPTO,1
2025-10-30_14-22-18,62.8,79.6,47.7,247,245205694268435,Modelo XPTO,1
2025-10-30_14-22-49,65.4,79.4,47.7,247,245205694268435,Modelo XPTO,1
2025-10-30_14-23-18,68.4,79.3,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-22-18,62.8,79.6,47.7,247,245205694268435,Modelo XPTO,1
2025-10-30_14-22-49,65.4,79.4,47.7,247,245205694268435,Modelo XPTO,1
2025-10-30_14-23-18,68.4,79.3,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-23-42,67.5,79.4,47.7,247,245205694268435,Modelo XPTO,1
2025-10-30_14-22-18,62.8,79.6,47.7,247,245205694268435,Modelo XPTO,1
2025-10-30_14-22-49,65.4,79.4,47.7,247,245205694268435,Modelo XPTO,1
2025-10-30_14-23-18,68.4,79.3,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-23-42,67.5,79.4,47.7,247,245205694268435,Modelo XPTO,1
2025-10-30_14-24-08,66.9,79.5,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-22-18,62.8,79.6,47.7,247,245205694268435,Modelo XPTO,1
2025-10-30_14-22-49,65.4,79.4,47.7,247,245205694268435,Modelo XPTO,1
2025-10-30_14-23-18,68.4,79.3,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-23-42,67.5,79.4,47.7,247,245205694268435,Modelo XPTO,1
2025-10-30_14-24-08,66.9,79.5,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-24-49,67.9,79.3,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-22-18,62.8,79.6,47.7,247,245205694268435,Modelo XPTO,1
2025-10-30_14-22-49,65.4,79.4,47.7,247,245205694268435,Modelo XPTO,1
2025-10-30_14-23-18,68.4,79.3,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-23-42,67.5,79.4,47.7,247,245205694268435,Modelo XPTO,1
2025-10-30_14-24-08,66.9,79.5,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-24-49,67.9,79.3,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-25-19,50.5,79.6,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-22-18,62.8,79.6,47.7,247,245205694268435,Modelo XPTO,1
2025-10-30_14-22-49,65.4,79.4,47.7,247,245205694268435,Modelo XPTO,1
2025-10-30_14-23-18,68.4,79.3,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-23-42,67.5,79.4,47.7,247,245205694268435,Modelo XPTO,1
2025-10-30_14-24-08,66.9,79.5,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-24-49,67.9,79.3,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-25-19,50.5,79.6,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-25-54,60.4,79.5,47.7,247,245205694268435,Modelo XPTO,1
2025-10-30_14-22-18,62.8,79.6,47.7,247,245205694268435,Modelo XPTO,1
2025-10-30_14-22-49,65.4,79.4,47.7,247,245205694268435,Modelo XPTO,1
2025-10-30_14-23-18,68.4,79.3,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-23-42,67.5,79.4,47.7,247,245205694268435,Modelo XPTO,1
2025-10-30_14-24-08,66.9,79.5,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-24-49,67.9,79.3,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-25-19,50.5,79.6,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-25-54,60.4,79.5,47.7,247,245205694268435,Modelo XPTO,1
2025-10-30_14-26-24,67.4,79.2,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-22-18,62.8,79.6,47.7,247,245205694268435,Modelo XPTO,1
2025-10-30_14-22-49,65.4,79.4,47.7,247,245205694268435,Modelo XPTO,1
2025-10-30_14-23-18,68.4,79.3,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-23-42,67.5,79.4,47.7,247,245205694268435,Modelo XPTO,1
2025-10-30_14-24-08,66.9,79.5,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-24-49,67.9,79.3,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-25-19,50.5,79.6,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-25-54,60.4,79.5,47.7,247,245205694268435,Modelo XPTO,1
2025-10-30_14-26-24,67.4,79.2,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-26-56,65.3,79.1,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-27-29,43.3,78.9,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-27-29,43.3,78.9,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-28-03,43.7,78.9,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-27-29,43.3,78.9,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-28-03,43.7,78.9,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-28-31,45.7,79.8,47.7,247,245205694268435,Modelo XPTO,1
2025-10-30_14-27-29,43.3,78.9,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-28-03,43.7,78.9,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-28-31,45.7,79.8,47.7,247,245205694268435,Modelo XPTO,1
2025-10-30_14-29-33,43.9,79.1,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-27-29,43.3,78.9,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-28-03,43.7,78.9,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-28-31,45.7,79.8,47.7,247,245205694268435,Modelo XPTO,1
2025-10-30_14-29-33,43.9,79.1,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-30-53,29.0,70.5,47.4,260,245205694268435,Modelo XPTO,1
2025-10-30_14-27-29,43.3,78.9,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-28-03,43.7,78.9,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-28-31,45.7,79.8,47.7,247,245205694268435,Modelo XPTO,1
2025-10-30_14-29-33,43.9,79.1,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-30-53,29.0,70.5,47.4,260,245205694268435,Modelo XPTO,1
2025-10-30_14-31-11,19.9,75.5,47.4,267,245205694268435,Modelo XPTO,1
2025-10-30_14-27-29,43.3,78.9,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-28-03,43.7,78.9,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-28-31,45.7,79.8,47.7,247,245205694268435,Modelo XPTO,1
2025-10-30_14-29-33,43.9,79.1,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-30-53,29.0,70.5,47.4,260,245205694268435,Modelo XPTO,1
2025-10-30_14-31-11,19.9,75.5,47.4,267,245205694268435,Modelo XPTO,1
2025-10-30_14-31-28,17.4,74.3,47.4,267,245205694268435,Modelo XPTO,1
2025-10-30_14-27-29,43.3,78.9,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-28-03,43.7,78.9,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-28-31,45.7,79.8,47.7,247,245205694268435,Modelo XPTO,1
2025-10-30_14-29-33,43.9,79.1,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-30-53,29.0,70.5,47.4,260,245205694268435,Modelo XPTO,1
2025-10-30_14-31-11,19.9,75.5,47.4,267,245205694268435,Modelo XPTO,1
2025-10-30_14-31-28,17.4,74.3,47.4,267,245205694268435,Modelo XPTO,1
2025-10-30_14-31-46,9.2,73.5,47.4,266,245205694268435,Modelo XPTO,1
2025-10-30_14-27-29,43.3,78.9,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-28-03,43.7,78.9,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-28-31,45.7,79.8,47.7,247,245205694268435,Modelo XPTO,1
2025-10-30_14-29-33,43.9,79.1,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-30-53,29.0,70.5,47.4,260,245205694268435,Modelo XPTO,1
2025-10-30_14-31-11,19.9,75.5,47.4,267,245205694268435,Modelo XPTO,1
2025-10-30_14-31-28,17.4,74.3,47.4,267,245205694268435,Modelo XPTO,1
2025-10-30_14-31-46,9.2,73.5,47.4,266,245205694268435,Modelo XPTO,1
2025-10-30_14-32-03,20.6,79.1,47.4,266,245205694268435,Modelo XPTO,1
2025-10-30_14-27-29,43.3,78.9,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-28-03,43.7,78.9,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-28-31,45.7,79.8,47.7,247,245205694268435,Modelo XPTO,1
2025-10-30_14-29-33,43.9,79.1,47.7,246,245205694268435,Modelo XPTO,1
2025-10-30_14-30-53,29.0,70.5,47.4,260,245205694268435,Modelo XPTO,1
2025-10-30_14-31-11,19.9,75.5,47.4,267,245205694268435,Modelo XPTO,1
2025-10-30_14-31-28,17.4,74.3,47.4,267,245205694268435,Modelo XPTO,1
2025-10-30_14-31-46,9.2,73.5,47.4,266,245205694268435,Modelo XPTO,1
2025-10-30_14-32-03,20.6,79.1,47.4,266,245205694268435,Modelo XPTO,1
2025-10-30_14-32-20,15.4,76.2,47.4,265,245205694268435,Modelo XPTO,1
2025-10-30_14-32-37,12.9,74.2,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_14-32-37,12.9,74.2,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_14-32-54,12.4,75.3,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_14-32-37,12.9,74.2,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_14-32-54,12.4,75.3,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_14-33-10,23.3,79.0,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_14-32-37,12.9,74.2,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_14-32-54,12.4,75.3,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_14-33-10,23.3,79.0,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_14-33-27,17.5,76.3,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-32-37,12.9,74.2,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_14-32-54,12.4,75.3,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_14-33-10,23.3,79.0,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_14-33-27,17.5,76.3,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-33-44,9.9,75.5,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-32-37,12.9,74.2,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_14-32-54,12.4,75.3,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_14-33-10,23.3,79.0,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_14-33-27,17.5,76.3,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-33-44,9.9,75.5,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-34-00,7.4,75.5,47.7,266,245205694268435,Modelo XPTO,1
2025-10-30_14-32-37,12.9,74.2,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_14-32-54,12.4,75.3,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_14-33-10,23.3,79.0,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_14-33-27,17.5,76.3,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-33-44,9.9,75.5,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-34-00,7.4,75.5,47.7,266,245205694268435,Modelo XPTO,1
2025-10-30_14-34-16,9.4,74.3,47.7,265,245205694268435,Modelo XPTO,1
2025-10-30_14-32-37,12.9,74.2,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_14-32-54,12.4,75.3,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_14-33-10,23.3,79.0,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_14-33-27,17.5,76.3,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-33-44,9.9,75.5,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-34-00,7.4,75.5,47.7,266,245205694268435,Modelo XPTO,1
2025-10-30_14-34-16,9.4,74.3,47.7,265,245205694268435,Modelo XPTO,1
2025-10-30_14-34-32,7.8,74.4,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-32-37,12.9,74.2,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_14-32-54,12.4,75.3,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_14-33-10,23.3,79.0,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_14-33-27,17.5,76.3,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-33-44,9.9,75.5,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-34-00,7.4,75.5,47.7,266,245205694268435,Modelo XPTO,1
2025-10-30_14-34-16,9.4,74.3,47.7,265,245205694268435,Modelo XPTO,1
2025-10-30_14-34-32,7.8,74.4,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-34-49,11.3,74.5,47.7,263,245205694268435,Modelo XPTO,1
2025-10-30_14-32-37,12.9,74.2,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_14-32-54,12.4,75.3,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_14-33-10,23.3,79.0,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_14-33-27,17.5,76.3,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-33-44,9.9,75.5,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-34-00,7.4,75.5,47.7,266,245205694268435,Modelo XPTO,1
2025-10-30_14-34-16,9.4,74.3,47.7,265,245205694268435,Modelo XPTO,1
2025-10-30_14-34-32,7.8,74.4,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-34-49,11.3,74.5,47.7,263,245205694268435,Modelo XPTO,1
2025-10-30_14-35-06,13.3,74.9,47.7,262,245205694268435,Modelo XPTO,1
2025-10-30_14-32-37,12.9,74.2,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_14-32-54,12.4,75.3,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_14-33-10,23.3,79.0,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_14-33-27,17.5,76.3,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-33-44,9.9,75.5,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-34-00,7.4,75.5,47.7,266,245205694268435,Modelo XPTO,1
2025-10-30_14-34-16,9.4,74.3,47.7,265,245205694268435,Modelo XPTO,1
2025-10-30_14-34-32,7.8,74.4,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-34-49,11.3,74.5,47.7,263,245205694268435,Modelo XPTO,1
2025-10-30_14-35-06,13.3,74.9,47.7,262,245205694268435,Modelo XPTO,1
2025-10-30_14-35-23,21.7,80.9,47.7,262,245205694268435,Modelo XPTO,1
2025-10-30_14-32-37,12.9,74.2,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_14-32-54,12.4,75.3,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_14-33-10,23.3,79.0,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_14-33-27,17.5,76.3,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-33-44,9.9,75.5,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-34-00,7.4,75.5,47.7,266,245205694268435,Modelo XPTO,1
2025-10-30_14-34-16,9.4,74.3,47.7,265,245205694268435,Modelo XPTO,1
2025-10-30_14-34-32,7.8,74.4,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-34-49,11.3,74.5,47.7,263,245205694268435,Modelo XPTO,1
2025-10-30_14-35-06,13.3,74.9,47.7,262,245205694268435,Modelo XPTO,1
2025-10-30_14-35-23,21.7,80.9,47.7,262,245205694268435,Modelo XPTO,1
2025-10-30_14-35-39,25.0,81.3,47.7,263,245205694268435,Modelo XPTO,1
2025-10-30_14-32-37,12.9,74.2,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_14-32-54,12.4,75.3,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_14-33-10,23.3,79.0,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_14-33-27,17.5,76.3,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-33-44,9.9,75.5,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-34-00,7.4,75.5,47.7,266,245205694268435,Modelo XPTO,1
2025-10-30_14-34-16,9.4,74.3,47.7,265,245205694268435,Modelo XPTO,1
2025-10-30_14-34-32,7.8,74.4,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-34-49,11.3,74.5,47.7,263,245205694268435,Modelo XPTO,1
2025-10-30_14-35-06,13.3,74.9,47.7,262,245205694268435,Modelo XPTO,1
2025-10-30_14-35-23,21.7,80.9,47.7,262,245205694268435,Modelo XPTO,1
2025-10-30_14-35-39,25.0,81.3,47.7,263,245205694268435,Modelo XPTO,1
2025-10-30_14-35-55,19.4,81.4,47.7,263,245205694268435,Modelo XPTO,1
2025-10-30_14-32-37,12.9,74.2,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_14-32-54,12.4,75.3,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_14-33-10,23.3,79.0,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_14-33-27,17.5,76.3,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-33-44,9.9,75.5,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-34-00,7.4,75.5,47.7,266,245205694268435,Modelo XPTO,1
2025-10-30_14-34-16,9.4,74.3,47.7,265,245205694268435,Modelo XPTO,1
2025-10-30_14-34-32,7.8,74.4,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-34-49,11.3,74.5,47.7,263,245205694268435,Modelo XPTO,1
2025-10-30_14-35-06,13.3,74.9,47.7,262,245205694268435,Modelo XPTO,1
2025-10-30_14-35-23,21.7,80.9,47.7,262,245205694268435,Modelo XPTO,1
2025-10-30_14-35-39,25.0,81.3,47.7,263,245205694268435,Modelo XPTO,1
2025-10-30_14-35-55,19.4,81.4,47.7,263,245205694268435,Modelo XPTO,1
2025-10-30_14-36-12,13.0,80.7,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-32-37,12.9,74.2,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_14-32-54,12.4,75.3,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_14-33-10,23.3,79.0,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_14-33-27,17.5,76.3,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-33-44,9.9,75.5,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-34-00,7.4,75.5,47.7,266,245205694268435,Modelo XPTO,1
2025-10-30_14-34-16,9.4,74.3,47.7,265,245205694268435,Modelo XPTO,1
2025-10-30_14-34-32,7.8,74.4,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-34-49,11.3,74.5,47.7,263,245205694268435,Modelo XPTO,1
2025-10-30_14-35-06,13.3,74.9,47.7,262,245205694268435,Modelo XPTO,1
2025-10-30_14-35-23,21.7,80.9,47.7,262,245205694268435,Modelo XPTO,1
2025-10-30_14-35-39,25.0,81.3,47.7,263,245205694268435,Modelo XPTO,1
2025-10-30_14-35-55,19.4,81.4,47.7,263,245205694268435,Modelo XPTO,1
2025-10-30_14-36-12,13.0,80.7,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-36-28,9.9,80.5,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-32-37,12.9,74.2,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_14-32-54,12.4,75.3,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_14-33-10,23.3,79.0,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_14-33-27,17.5,76.3,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-33-44,9.9,75.5,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-34-00,7.4,75.5,47.7,266,245205694268435,Modelo XPTO,1
2025-10-30_14-34-16,9.4,74.3,47.7,265,245205694268435,Modelo XPTO,1
2025-10-30_14-34-32,7.8,74.4,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-34-49,11.3,74.5,47.7,263,245205694268435,Modelo XPTO,1
2025-10-30_14-35-06,13.3,74.9,47.7,262,245205694268435,Modelo XPTO,1
2025-10-30_14-35-23,21.7,80.9,47.7,262,245205694268435,Modelo XPTO,1
2025-10-30_14-35-39,25.0,81.3,47.7,263,245205694268435,Modelo XPTO,1
2025-10-30_14-35-55,19.4,81.4,47.7,263,245205694268435,Modelo XPTO,1
2025-10-30_14-36-12,13.0,80.7,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-36-28,9.9,80.5,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-36-44,10.2,81.4,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-32-37,12.9,74.2,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_14-32-54,12.4,75.3,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_14-33-10,23.3,79.0,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_14-33-27,17.5,76.3,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-33-44,9.9,75.5,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-34-00,7.4,75.5,47.7,266,245205694268435,Modelo XPTO,1
2025-10-30_14-34-16,9.4,74.3,47.7,265,245205694268435,Modelo XPTO,1
2025-10-30_14-34-32,7.8,74.4,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-34-49,11.3,74.5,47.7,263,245205694268435,Modelo XPTO,1
2025-10-30_14-35-06,13.3,74.9,47.7,262,245205694268435,Modelo XPTO,1
2025-10-30_14-35-23,21.7,80.9,47.7,262,245205694268435,Modelo XPTO,1
2025-10-30_14-35-39,25.0,81.3,47.7,263,245205694268435,Modelo XPTO,1
2025-10-30_14-35-55,19.4,81.4,47.7,263,245205694268435,Modelo XPTO,1
2025-10-30_14-36-12,13.0,80.7,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-36-28,9.9,80.5,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-36-44,10.2,81.4,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-37-00,6.2,80.9,47.7,263,245205694268435,Modelo XPTO,1
2025-10-30_14-32-37,12.9,74.2,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_14-32-54,12.4,75.3,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_14-33-10,23.3,79.0,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_14-33-27,17.5,76.3,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-33-44,9.9,75.5,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-34-00,7.4,75.5,47.7,266,245205694268435,Modelo XPTO,1
2025-10-30_14-34-16,9.4,74.3,47.7,265,245205694268435,Modelo XPTO,1
2025-10-30_14-34-32,7.8,74.4,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-34-49,11.3,74.5,47.7,263,245205694268435,Modelo XPTO,1
2025-10-30_14-35-06,13.3,74.9,47.7,262,245205694268435,Modelo XPTO,1
2025-10-30_14-35-23,21.7,80.9,47.7,262,245205694268435,Modelo XPTO,1
2025-10-30_14-35-39,25.0,81.3,47.7,263,245205694268435,Modelo XPTO,1
2025-10-30_14-35-55,19.4,81.4,47.7,263,245205694268435,Modelo XPTO,1
2025-10-30_14-36-12,13.0,80.7,47.7,264,245205694268435,Modelo XPTO,1
